,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avi to Common,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Operating Cash Flow,Levered Free Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Status
321,N/A,N/A,mchp,N/A,N/A,N/A,N/A,N/A,136.19,46.79,7.00,7.64,14.95,25.15,6.21,17.36,11.74,44360000000.0,51940000000.0,15.27,1.05,8.06,20.06,6440000000.0,3380000000.0,2760000000.0,963600000.0,1.70,874.60,30.00,315500000.0,0.57,7900000000.0,1.81,10.44,2540000000.0,2040000000.0,1.56,2.00,90.96,10980000.0,1.89,2.26,10850000.0,N/A
322,N/A,N/A,mck,N/A,N/A,N/A,N/A,N/A,N/A,34.77,0.19,5.04,0.55,1.05,2.69,401.75,655.97,45990000000.0,51250000000.0,13.33,N/A,0.20,15.45,257010000000.0,11970000000.0,3520000000.0,1420000000.0,9.02,N/A,9.60,2750000000.0,18.39,8100000000.0,0.98,8.51,4920000000.0,2780000000.0,0.70,0.06,88.88,5570000.0,4.54,4.17,5970000.0,N/A
323,N/A,N/A,mco,N/A,N/A,N/A,N/A,N/A,274.21,28.83,10.26,23.09,35.61,45.98,13.19,94.64,33.36,62960000000.0,69030000000.0,27.62,2.76,11.10,21.48,6220000000.0,4580000000.0,3120000000.0,2210000000.0,11.78,36.00,19.30,1900000000.0,10.27,274.21,1.61,14.69,1930000000.0,1930000000.0,1.21,0.28,93.83,3170000.0,2.83,1.97,2720000.0,N/A
324,N/A,N/A,mcp,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,N/A
325,N/A,N/A,mdlz,N/A,N/A,N/A,N/A,N/A,71.19,20.74,3.10,3.10,14.97,17.39,4.63,15.41,20.47,87550000000.0,103970000000.0,20.70,3.30,3.62,17.78,28720000000.0,11250000000.0,6110000000.0,4300000000.0,3.04,13.20,4.90,3570000000.0,2.57,20160000000.0,0.74,20.31,4139999999.9999995,2740000000.0,0.72,0.14,79.81,14230000.0,1.64,1.03,13900000.0,N/A
326,N/A,N/A,mdt,N/A,N/A,N/A,N/A,N/A,47.72,30.96,4.79,2.87,15.46,21.73,4.57,9.52,23.63,150760000000.0,164700000000.0,19.46,2.55,5.18,18.85,31790000000.0,19760000000.0,9610000000.0,4910000000.0,3.63,16.50,0.20,11220000000.0,8.36,25160000000.0,2.61,39.14,7030000000.0,4650000000.0,0.75,0.25,83.10,7380000.0,1.15,0.55,11480000.0,N/A
327,N/A,N/A,met,N/A,N/A,N/A,N/A,N/A,161.02,9.78,0.94,0.87,9.22,12.72,0.73,9.22,82.39,59000000000.0,88300000000.0,9.97,6.23,1.34,N/A,71080000000.0,20710000000.0,9500000000.0,6350000000.0,7.31,662.70,3.50,33900000000.0,41.09,109090000000.0,1.03,81.74,12600000000.0,6080000000.0,1.18,15.71,75.82,11000000.0,2.2,1.60,10750000.0,N/A
328,N/A,N/A,mgm,N/A,N/A,N/A,N/A,N/A,223.13,18.10,2.20,3.13,13.27,5.96,0.91,10.80,19.62,18980000000.0,38970000000.0,76.34,N/A,4.03,11.42,9450000000.0,4650000000.0,1710000000.0,1180000000.0,2.41,N/A,118.50,4700000000.0,10.71,24820000000.0,1.86,13.38,1370000000.0,373570000.0,2.35,17.53,70.16,15530000.0,2.68,4.37,13020000.0,N/A
329,N/A,N/A,mhfi,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,N/A
330,N/A,N/A,mjn,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,N/A
331,N/A,N/A,mkc,N/A,N/A,N/A,N/A,N/A,116.42,34.61,4.14,5.88,11.77,16.87,5.23,17.05,23.77,25930000000.0,30960000000.0,30.12,5.15,4.87,25.98,6360000000.0,2510000000.0,1250000000.0,748400000.0,2.77,4.30,2.80,338400000.0,1.26,5370000000.0,0.73,17.17,878400000.0,466680000.0,0.47,0.34,86.44,4660000.0,2.87,N/A,5770000.0,N/A
332,N/A,N/A,mmc,N/A,N/A,N/A,N/A,N/A,117.29,27.97,4.44,7.83,15.86,23.98,8.81,30.99,39.09,86200000000.0,97610000000.0,25.38,3.74,4.92,18.08,19820000000.0,8710000000.0,5500000000.0,3140000000.0,6.13,114.70,16.30,1750000000.0,3.48,13160000000.0,1.24,21.86,3520000000.0,3870000000.0,0.95,0.11,91.18,3640000.0,1.82,0.73,4550000.0,N/A
333,N/A,N/A,mmm,N/A,N/A,N/A,N/A,N/A,121.17,15.03,2.52,5.75,16.75,22.03,10.31,42.28,61.06,86560000000.0,100100000000.0,14.62,2.09,2.83,10.42,35360000000.0,16579999999.999998,9700000000.0,5920000000.0,10.12,4.70,0.30,4770000000.0,8.34,18320000000.0,1.71,26.31,7450000000.0,5040000000.0,0.97,0.13,68.80,10530000.0,2.44,1.85,10490000.0,N/A
334,N/A,N/A,mnst,N/A,N/A,N/A,N/A,N/A,0.34,32.13,7.98,6.66,24.86,32.53,16.09,23.49,10.48,43710000000.0,42810000000.0,28.99,3.35,7.73,23.17,5540000000.0,3110000000.0,1850000000.0,1380000000.0,2.57,31.90,19.10,3080000000.0,5.81,22380000.0,4.85,12.41,1160000000.0,877280000.0,1.15,28.73,65.09,3610000.0,1.02,0.96,4560000.0,N/A
335,N/A,N/A,mo,N/A,N/A,N/A,N/A,N/A,N/A,38.57,4.52,N/A,11.72,56.99,17.30,364.24,11.44,93920000000.0,117420000000.0,10.79,8.77,5.56,22.34,21110000000.0,13940000000.0,12280000000.0,2460000000.0,1.34,15.60,0.60,4540000000.0,2.5,28040000000.0,0.71,0.88,8410000000.0,7440000000.0,0.61,0.11,59.59,18790000.0,1.85,1.03,15760000.0,N/A
336,N/A,N/A,molx,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,N/A
337,N/A,N/A,mos,N/A,N/A,N/A,N/A,N/A,40.99,15.09,1.99,2.24,13.19,21.62,7.99,15.95,32.68,23740000000.0,27370000000.0,4.88,N/A,2.22,8.47,12360000000.0,3230000000.0,3520000000.0,1630000000.0,4.27,19.70,56.30,769500000.0,2.09,4410000000.0,1.11,28.76,2190000000.0,812700000.0,1.60,0.67,87.00,15660000.0,1.27,4.70,7460000.0,N/A
338,N/A,N/A,mpc,N/A,N/A,N/A,N/A,N/A,80.12,41.16,0.44,1.77,8.08,3.12,2.75,8.00,189.99,46440000000.0,62500000000.0,18.08,15.65,0.52,8.39,120450000000.0,10440000000.0,7120000000.0,1290000000.0,15.26,171.60,96.70,10840000000.0,19.18,26900000000.0,1.70,45.26,4360000000.0,16420000000.000002,1.90,0.29,82.41,17320000.0,2.48,3.48,16880000.0,N/A
339,N/A,N/A,mrk,N/A,N/A,N/A,N/A,N/A,90.52,16.78,4.25,5.40,26.79,32.56,10.05,38.82,19.25,206190000000.0,231190000000.0,11.25,1.09,4.75,12.92,48700000000.0,35460000000.0,18980000000.0,12340000000.0,5.14,N/A,23.50,8109999999.999999,3.21,34630000000.0,1.27,15.11,14110000000.0,6670000000.0,0.45,0.08,75.06,16590000.0,1.5,0.66,17650000.0,N/A
340,N/A,N/A,mro,N/A,N/A,N/A,N/A,N/A,38.48,20.83,3.52,1.71,16.84,20.50,4.12,8.90,7.14,18270000000.0,21700000000.0,8.76,N/A,3.87,6.52,5620000000.0,4360000000.0,3310000000.0,946000000.0,1.20,N/A,109.10,580000000.0,0.79,4110000000.0000005,1.11,14.38,3240000000.0,1790000000.0,2.76,0.26,79.93,25330000.0,0.96,3.92,24260000.0,N/A
341,N/A,N/A,ms,N/A,N/A,N/A,N/A,N/A,335.26,11.44,2.95,1.67,25.16,39.27,1.31,14.42,33.48,163590000000.0,N/A,12.11,3.78,N/A,N/A,59750000000.0,53300000000.0,N/A,14570000000.0,8.03,9.20,6.80,570020000000.0,320,357380000000.0,1.93,55.12,33970000000.0,N/A,1.47,21.45,64.16,15390000.0,1.24,1.10,18900000.0,N/A
342,N/A,N/A,msft,N/A,N/A,N/A,N/A,N/A,50.22,33.59,12.92,14.78,38.50,42.52,15.25,49.05,24.58,33.59,33.59,29.07,2.16,12.46,24.27,184900000000.0,115860000000.0,90830000000.0,71180000000.0,9.39,21.40,20.10,125350000000.0,16.72,80350000000.0,2.25,21.33,83910000000.0,46480000000.0,0.91,0.06,71.90,36440000.0,1.04,0.49,35350000.0,N/A
343,N/A,N/A,msi,N/A,N/A,N/A,N/A,N/A,N/A,33.20,5.06,N/A,15.24,25.51,11.29,N/A,48.29,40040000000.0,44290000000.0,24.21,2.16,5.42,20.09,8170000000.0,4050000000.0,2520000000.0,1240000000.0,7.17,2.70,2.10,1870000000.0,11.14,6130000000.0,1.33,0.24,1840000000.0,1610000000.0,0.86,0.58,88.40,2049999.9999999998,1.88,1.38,1260000.0,N/A
344,N/A,N/A,mtb,N/A,N/A,N/A,N/A,N/A,N/A,13.19,3.91,1.45,30.64,42.51,1.25,10.90,47.16,23490000000.0,N/A,15.20,5.63,N/A,N/A,6070000000.0,6070000000.0,N/A,1780000000.0,13.80,2.80,4.20,43680000000.0,338.52,4059999999.9999995,N/A,125.50,2710000000.0,N/A,0.94,0.47,88.38,7640000.0,5.12,6.70,6840000.0,N/A
345,N/A,N/A,mu,N/A,N/A,N/A,N/A,N/A,15.91,12.68,3.16,2.00,28.95,33.60,11.11,20.39,27.82,91880000000.0,89840000000.0,8.90,0.96,2.88,5.43,31170000000.0,10470000000.0,17059999999.999998,9020000000.0,7.95,275.30,24.90,10120000000.0,9.05,7610000000.0,3.11,42.76,15010000000.0,3750000000.0,N/A,0.19,82.13,23070000.0,1.03,2.06,22690000.0,N/A
346,N/A,N/A,mur,N/A,N/A,N/A,N/A,N/A,77.92,20.38,2.20,1.49,2.63,18.46,3.09,1.12,18.16,6210000000.0,9050000000.0,11.10,0.33,3.23,8.41,2800000000.0,2270000000.0,1380000000.0,72440000.0,0.48,N/A,73.20,521179999.99999994,3.37,3370000000.0,0.76,26.92,1420000000.0,1170000000.0,2.68,5.98,80.43,11320000.0,5.58,9.09,12560000.0,N/A
347,N/A,N/A,mwv,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,N/A
348,N/A,N/A,myl,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
349,N/A,N/A,nbl,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
350,N/A,N/A,nbr,N/A,N/A,N/A,N/A,N/A,235.76,N/A,0.61,2.35,28.22,10.48,2.40,35.15,265.29,1390000000.0,3660000000.0,N/A,N/A,1.82,9.72,2020000000.0,730650000.0,481940000.0,582390000.0,76.58,N/A,22.60,991490000.0,115.68,3290000000.0,2.89,71.99,428780000.0,393180000.0,3.06,5.37,73.35,2.56,2.56,9.33,N/A,N/A
351,N/A,N/A,ndaq,N/A,N/A,N/A,N/A,N/A,97.63,25.72,5.19,4.66,20.17,27.57,5.33,18.49,35.48,29810000000.0,35430000000.0,23.58,3.01,6.02,18.38,5890000000.0,3420000000.0,1900000000.0,1190000000.0,7.05,15.10,0.30,439000000.0,2.67,6250000000.0,0.94,38.37,1080000000.0,991250000.0,0.91,18.65,78.28,2160000.0,2.24,1.88,3340000.0,N/A
352,N/A,N/A,ne,N/A,N/A,N/A,N/A,N/A,15.53,N/A,N/A,1.44,45.03,8.90,1.37,59.23,9.57,2160000000.0,2180000000.0,N/A,N/A,2.26,0.59,782180000.0,95780000.0,92040000.0,352210000.0,4.08,N/A,1.10,194140000.0,3.14,233090000.0,1.83,24.94,6170000.0,28130000.0,N/A,0.36,69.61,4179999.9999999995,6.17,11.37,3420000.0,N/A
353,N/A,N/A,nee,N/A,N/A,N/A,N/A,N/A,120.49,46.75,9.78,4.46,20.93,18.29,1.45,6.24,8.70,166090000000.0,220280000000.0,30.21,3.47,12.91,25.44,17070000000.0,8590000000.0,7340000000.0,3570000000.0,1.81,N/A,14.80,639000000.0,0.33,55030000000.0,0.53,18.95,7550000000.0,8800000000.0,0.38,0.18,79.83,19360000.0,1.78,0.99,20660000.0,N/A
354,N/A,N/A,nem,N/A,N/A,N/A,N/A,N/A,28.83,56.51,5.15,2.83,9.54,16.88,3.15,0.77,15.30,62250000000.0,63480000000.0,20.96,0.79,5.19,17.13,12220000000.0,4990000000.0,4520000000.0,1110000000.0,1.46,N/A,0.30,5070000000.0,6.4,6300000000.0,2.90,27.79,4280000000.0000005,1790000000.0,0.27,0.16,81.64,13100000.0,1.23,1.87,8750000.0,N/A
355,N/A,N/A,nflx,N/A,N/A,N/A,N/A,N/A,114.31,34.86,6.01,10.98,17.23,20.86,9.23,38.02,67.01,173950000000.0,183320000000.0,35.34,1.82,6.17,9.63,29700000000.0,12370000000.0,6400000000.0,5120000000.0,11.24,12.00,16.00,6030000000.0,13.58,18120000000.0,0.95,35.70,392610000.0,15650000000.0,0.99,1.49,82.78,9670000.0,1.76,2.22,11520000.0,N/A
356,N/A,N/A,nfx,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,N/A
357,N/A,N/A,ni,N/A,N/A,N/A,N/A,N/A,137.12,24.75,2.68,2.36,11.94,21.43,2.84,8.98,12.45,12740000000.0,24010000000.0,21.64,2.87,4.90,13.43,4900000000.0,2069999999.9999998,1740000000.0,529799999.99999994,1.27,96.60,16.30,84200000.0,0.21,9970000000.0,0.70,13.32,1220000000.0,614690000.0,0.30,0.40,94.71,14160000.0,2.74,5.48,14620000.0,N/A
358,N/A,N/A,nile,N/A,N/A,N/A,N/A,N/A,3.69,0.09,0.71,0.37,13.02,6.88,1.65,8.77,1.24,73360000.0,13200000.0,N/A,N/A,0.25,8.71,51770000.0,9510000.0,2430000.0,9120000.0,0.1620,N/A,N/A,93980000.0,1.15,7420000.0,5.69,3.15,62740000.0,34630000.0,4.83,10.41,15.83,3.72,3.72,8.43,6580000.0,N/A
359,N/A,N/A,nke,N/A,N/A,N/A,N/A,N/A,85.47,36.71,4.80,14.86,13.06,15.84,12.40,45.74,29.62,220020000000.0,219210000000.0,30.12,2.22,4.68,30.79,46820000000.0,20000000000.0,8210000000.000001,6120000000.0,3.79,3.70,5.00,13470000000.0,8.53,12660000000.0,3.06,9.38,N/A,N/A,0.97,1.21,83.24,12730000.0,1.66,1.27,9140000.0,N/A
360,N/A,N/A,nly,N/A,N/A,N/A,N/A,N/A,475.72,4.64,3.99,0.93,58.20,95.61,2.90,17.61,2.88,10850000000.0,N/A,6.99,N/A,N/A,N/A,4110000000.0000005,4110000000.0000005,N/A,2280000000.0,1.60,52.60,42.40,289960000.0,0.2,62770000000.0,0.21,7.97,3080000000.0,N/A,1.21,0.34,43.41,47930000.0,1.88,3.29,48140000.0,N/A
361,N/A,N/A,noc,N/A,N/A,N/A,N/A,N/A,113.39,10.25,2.01,5.39,19.64,21.01,10.76,59.60,222.50,69670000000.0,80510000000.0,17.83,N/A,2.26,7.50,35670000000.0,7270000000.0,8730000000.0,7010000000.0,43.54,721.20,15.40,3530000000.0,22.61,14660000000.0,1.30,82.71,3570000000.0,6460000000.0,0.75,0.23,85.11,1390000.0,0.96,0.89,1710000.0,N/A
362,N/A,N/A,nok,N/A,N/A,N/A,N/A,N/A,32.42,17.36,1.29,1.64,7.31,8.97,3.27,11.02,3.94,31120000000.0,26780000000.0,12.45,4.25,1.21,8.23,22200000000.0,8880000000.0,2870000000.0,1630000000.0,0.32,N/A,2.10,9430000000.0,1.67,5660000000.0,1.62,3.08,2620000000.0,2480000000.0,0.60,0.01,10.10,34600000.0,0.99,N/A,37700000.0,N/A
363,N/A,N/A,nov,N/A,N/A,N/A,N/A,N/A,47.16,N/A,1.37,1.54,4.53,2.43,0.86,4.74,14.31,7720000000.0,8520000000.0,123.46,N/A,1.54,55.67,5520000000.0,774000000.0,198000000.0,250000000.0,0.65,N/A,14.30,1590000000.0,4.05,2390000000.0,2.57,12.73,291000000.0,332120000.0,1.98,0.62,98.14,13970000.0,1.96,4.55,13600000.0,N/A
364,N/A,N/A,nrg,N/A,N/A,N/A,N/A,N/A,230.19,4.27,0.35,2.57,8.10,13.82,12.25,82.84,110.16,9240000000.0,17280000000.0,10.64,0.51,0.64,4.03,26990000000.0,6510000000.0,4700000000.0,2190000000.0,8.93,N/A,247.60,250000000.0,1.03,8289999999.999999,1.37,14.77,493000000.0,314750000.0,0.90,0.87,99.06,11190000.0,3.88,5.35,12040000.0,N/A
365,N/A,N/A,nsc,N/A,N/A,N/A,N/A,N/A,108.40,23.59,6.36,5.02,26.97,40.83,7.44,21.14,45.13,68489999999.99999,81910000000.0,20.53,2.38,7.35,14.36,11140000000.0,5730000000.0,5730000000.0,12.11,12.11,13.30,10.80,839000000.0,3.5,14790000000.0,0.86,56.80,4260000000.0,2470000000.0,1.38,0.14,76.35,2.34,2.34,1.67,3580000.0,N/A
366,N/A,N/A,ntap,N/A,N/A,N/A,N/A,N/A,334.69,19.89,3.26,22.24,16.34,19.41,8.26,148.82,27.80,19610000000.0,18360000000.0,15.27,0.99,2.97,11.87,6190000000.0,3810000000.0,1360000000.0,1010000000.0,4.42,38.50,9.80,4210000000.0,18.91,2950000000.0,1.55,3.95,1360000000.0,1090000000.0,1.22,0.25,94.25,6820000.0,3.24,4.80,10710000.0,N/A
367,N/A,N/A,ntri,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
368,N/A,N/A,ntrs,N/A,N/A,N/A,N/A,N/A,N/A,16.80,3.88,2.24,23.61,30.71,0.87,13.04,31.46,24940000000.0,N/A,15.65,1.78,N/A,N/A,6550000000.0,6550000000.0,N/A,1490000000.0,7.14,68.70,10.10,7180000000.0,34.54,9280000000.0,N/A,53.58,1360000000.0,N/A,1.13,0.39,83.36,3490000.0,3.13,1.91,2880000.0,N/A
369,N/A,N/A,nu,N/A,N/A,N/A,N/A,N/A,6.02,N/A,11.70,8.73,19.41,20.02,1.10,6.77,0.53,38770000000.0,N/A,N/A,N/A,N/A,N/A,850040000.0,850040000.0,N/A,164990000.0,0.10,N/A,198.60,3620000000.0,0.79,267260000.0,0.71,0.96,2920000000.0,N/A,N/A,8.21,68.95,85150000.0,5.13,3.74,92080000.0,N/A
370,N/A,N/A,nue,N/A,N/A,N/A,N/A,N/A,40.56,6.50,1.21,2.89,18.71,25.43,25.24,55.14,124.74,40450000000.0,43520000000.0,7.10,N/A,1.19,4.25,36480000000.0,11050000000.0,10180000000.0,6800000000.0,23.16,464.20,97.00,2620000000.0,9.73,5920000000.0,2.48,51.45,6230000000.0,3320000000.0,1.34,0.46,82.23,8199999.999999999,2.61,3.51,8640000.0,N/A
371,N/A,N/A,nus,N/A,N/A,N/A,N/A,N/A,55.19,17.01,0.93,2.66,5.46,10.85,9.46,16.30,53.71,2420000000.0,2570000000.0,N/A,N/A,0.95,7.11,2700000000.0,2029999999.9999998,368780000.0,147270000.0,2.86,N/A,10.00,355970000.0,7.14,503780000.0,1.65,18.29,141580000.0,56720000.0,1.24,1.88,98.15,2960000.0,4.67,6.76,3900000.0,N/A
372,N/A,N/A,nvda,N/A,N/A,N/A,N/A,N/A,44.46,74.43,26.99,27.03,36.23,37.31,17.20,44.83,10.78,719270000000.0,709740000000.0,51.28,3.79,26.37,62.53,26910000000.0,17480000000.0,11210000000.0,9750000000.0,3.85,106.10,52.80,21210000000.0,8.46,11830000000.0,6.65,10.62,9110000000.0,6470000000.0,1.41,4.06,66.13,24490000.0,0.49,1.02,26450000.0,N/A
373,N/A,N/A,nwl,N/A,N/A,N/A,N/A,N/A,135.64,17.02,0.92,2.32,5.40,9.94,4.55,14.32,24.90,9480000000.0,14550000000.0,11.90,N/A,1.37,11.42,10590000000.0,3320000000.0,1380000000.0,572000000.0,1.34,24.40,4.30,440000000.0,1.03,5550000000.0,1.28,9.61,884000000.0,576500000.0,0.86,0.60,91.52,15860000.0,4.56,5.56,17100000.0,N/A
374,N/A,N/A,nwsa,N/A,N/A,N/A,N/A,N/A,37.03,27.66,1.36,1.61,4.94,8.32,3.31,6.62,16.99,13530000000.0,14800000000.0,22.88,1.60,1.47,9.94,10050000000.0,4580000000.0,1270000000.0,496000000.0,0.83,1.70,12.60,2240000000.0,3.8,3460000000.0,1.42,14.19,1180000000.0,796000000.0,1.34,0.87,98.57,4280000.0,1.34,1.11,4860000.0,N/A
375,N/A,N/A,nyx,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,N/A
376,N/A,N/A,oi,N/A,N/A,N/A,N/A,N/A,597.46,15.40,0.34,2.93,2.34,9.96,4.47,26.87,40.45,2109999999.9999998,6210000000.0,7.08,N/A,0.98,6.23,6360000000.0,1090000000.0,1020000000.0,142000000.0,0.92,N/A,6.10,725000000.0,4.66,4940000000.0,1.37,4.61,687000000.0,361750000.0,1.60,1.22,94.22,8650000.0,9.37,8.37,8410000.0,N/A
377,N/A,N/A,oke,N/A,N/A,N/A,N/A,N/A,231.12,21.27,1.93,5.28,9.07,15.55,6.88,24.88,37.05,31790000000.0,45370000000.0,17.64,2.06,2.74,13.59,16540000000.0,4280000000.0000005,3190000000.0,1500000000.0,3.35,23.20,110.90,146390000.0,0.33,13900000000.0,0.75,13.48,2550000000.0,1050000000.0,1.74,0.60,67.08,7370000.0,2.19,1.87,6470000.0,N/A
378,N/A,N/A,omc,N/A,N/A,N/A,N/A,N/A,170.09,13.29,1.31,5.49,9.85,14.78,4.71,38.14,66.68,17960000000.0,19290000000.0,13.68,4.74,1.35,8.03,14290000000.0,2700000000.0,2320000000.0,1410000000.0,6.53,4.50,2.60,5320000000.0,25.44,7010000000.0,0.98,15.64,1950000000.0,912080000.0,0.76,1.29,96.33,11810000.0,5.8,6.48,11990000.0,N/A
379,N/A,N/A,orcl,N/A,N/A,N/A,N/A,N/A,N/A,32.17,5.71,N/A,18.07,37.93,8.74,060.31,15.23,224900000000.0,279920000000.0,15.97,2.02,6.69,20.03,41830000000.0,32619999999.999996,18400000000.0,7560000000.0,2.66,53.80,4.20,23390000000.0,8.77,78410000000.0,1.52,3.26,10400000000.0,9460000000.0,0.81,42.94,43.32,23660000.0,2.33,1.55,18560000.0,N/A
380,N/A,N/A,orly,N/A,N/A,N/A,N/A,N/A,N/A,22.59,3.67,N/A,16.24,21.98,15.71,863.57,193.25,46790000000.0,52290000000.0,21.19,1.39,3.92,16.07,13330000000.0,7020000000.0,3260000000.0,2160000000.0,31.10,32.10,16.40,362110000.0,5.44,5870000000.0,0.77,0.99,3210000000.0,2150000000.0,1.02,1.31,84.00,1.4,1.4,1.33,N/A,N/A
381,N/A,N/A,oxy,N/A,N/A,N/A,N/A,N/A,153.19,27.57,2.10,5.04,8.95,16.80,3.52,14.34,27.76,53210000000.0,90590000000.0,14.90,1.19,3.49,6.58,25960000000.0,16300000000.0,13110000000.0,1980000000.0,1.57,N/A,90.20,2760000000.0,2.96,31140000000.0,1.23,11.31,10430000000.0,8590000000.0,2.05,0.18,75.62,53440000.0,1.05,9.03,36220000.0,N/A
382,N/A,N/A,p,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,N/A
383,N/A,N/A,payx,N/A,N/A,N/A,N/A,N/A,28.63,37.65,11.10,15.33,29.53,38.81,11.48,42.57,12.02,47810000000.0,47690000000.0,35.09,3.20,11.01,24.91,4330000000.0,2790000000.0,1870000000.0,1280000000.0,3.52,21.90,12.70,1010000000.0,2.81,893100000.0,1.27,8.65,1380000000.0,1310000000.0,0.96,10.75,71.61,8930000.0,5.39,2.77,10050000.0,N/A
384,N/A,N/A,pbct,N/A,N/A,N/A,N/A,N/A,N/A,15.44,4.81,1.20,31.28,43.45,0.95,7.80,4.59,9220000000.0,N/A,16.50,N/A,N/A,N/A,1930000000.0,1930000000.0,N/A,590800000.0,1.39,N/A,14.50,10980000000.0,25.55,2290000000.0,N/A,18.12,1220000000.0,N/A,0.95,0.98,74.91,16480000.0,3.28,5.17,15760000.0,N/A
385,N/A,N/A,pbi,N/A,N/A,N/A,N/A,N/A,314.14,276.50,0.27,8.50,0.04,4.08,1.84,3.83,21.12,957260000.0,2770000000.0,19.76,N/A,0.75,10.96,3670000000.0,1120000000.0,312910000.0,3510000.0,0.01,93.70,4.30,746920000.0,4.27,2610000000.0,1.10,0.64,301520000.0,108750000.0,2.58,7.28,70.38,12410000.0,7.31,8.18,11290000.0,N/A
386,N/A,N/A,pcar,N/A,N/A,N/A,N/A,N/A,92.01,17.10,1.35,2.76,7.87,10.07,5.14,16.97,67.63,31620000000.0,37070000000.0,13.02,1.33,1.58,11.61,23520000000.0,3160000000.0,2670000000.0,1850000000.0,5.32,26.00,20.10,4810000000.0,13.85,10520000000.0,2.48,32.93,2190000000.0,678300000.0,0.94,1.74,64.89,3620000.0,1.89,1.19,2960000.0,N/A
387,N/A,N/A,pcg,N/A,N/A,N/A,N/A,N/A,217.54,N/A,1.15,0.94,0.49,15.33,1.97,0.48,10.40,27030000000.0,68670000000.0,10.92,1.35,3.33,11.94,20640000000.0,6060000000.0,6570000000.0,102000000.0,0.05,136.00,10.50,291000000.0,0.15,46170000000.0,0.64,10.56,2260000000.0,3590000000.0,1.32,21.65,73.70,63020000.0,3.4,4.18,71200000.0,N/A
388,N/A,N/A,pcl,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,N/A
389,N/A,N/A,pcln,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,N/A
390,N/A,N/A,pcp,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,N/A
391,N/A,N/A,pdco,N/A,N/A,N/A,N/A,N/A,67.27,18.94,0.50,3.03,2.62,2.51,3.52,16.86,66.28,3160000000.0,3690000000.0,14.53,N/A,0.58,11.44,6420000000.0,1200000000.0,242800000.0,168090000.0,1.71,16.90,2.90,166400000.0,1.71,702450000.0,1.58,10.69,959770000.0,119970000.0,1.39,10.93,83.88,4510000.0,6.14,7.18,4760000.0,N/A
392,N/A,N/A,peg,N/A,N/A,N/A,N/A,N/A,136.19,N/A,3.58,2.40,6.67,21.83,2.68,4.26,19.29,34690000000.0,53500000000.0,19.84,3.45,5.50,65.73,9720000000.0,3010000000.0,3520000000.0,648000000.0,1.29,3.20,27.20,818000000.0,1.63,19660000000.0,0.88,28.65,1740000000.0,2680000000.0,0.58,0.17,73.37,3620000.0,1.38,0.72,3900000.0,N/A
393,N/A,N/A,pep,N/A,N/A,N/A,N/A,N/A,262.39,30.64,2.94,14.50,9.58,14.85,7.96,51.71,57.51,232650000000.0,267440000000.0,25.19,3.20,3.37,17.95,79470000000.0,42430000000.0,14370000000.0,7620000000.0,5.49,28.30,12.40,5990000000.0,4.33,42380000000.0,0.83,11.60,11620000000.0,5150000000.0,0.65,0.14,73.94,9320000.0,1.56,0.67,9280000.0,N/A
