,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avi to Common,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Operating Cash Flow,Levered Free Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Status
24,N/A,N/A,aiv,N/A,N/A,N/A,N/A,N/A,273.24,14.46,6.61,2.29,3.46,8.59,0.43,0.86,1.14,1150000000.0,2530000000.0,N/A,N/A,14.89,21.23,170810000.0,103200000.0,70050000.0,5910000.0,0.04,N/A,20.90,259029999.99999997,1.7,1630000000.0,3.74,3.34,12590000.0,139530000.0,N/A,2.79,91.19,7460000.0,5.38,8.33,6560000.0,N/A
25,N/A,N/A,aiz,N/A,N/A,N/A,N/A,N/A,41.22,17.78,1.07,1.91,13.47,9.00,1.46,10.72,172.26,10460000000.0,10620000000.0,14.95,N/A,1.04,N/A,10190000000.0,1160000000.0,1090000000.0,608800000.0,22.83,11.20,6.70,2290000000.0,41.49,2260000000.0,0.45,98.46,781700000.0,3410000000.0,0.59,0.86,92.94,1.92,1.92,2.14,2.72,N/A
26,N/A,N/A,akam,N/A,N/A,N/A,N/A,N/A,63.11,30.64,5.77,4.26,18.83,23.32,6.35,14.84,21.28,19310000000.0,21090000000.0,20.28,1.10,6.09,15.61,3460000000.0,2190000000.0,1190000000.0,651640000.0,3.93,41.60,7.00,1080000000.0,6.72,2860000000.0,2.43,28.22,1400000000.0,766390000.0,0.58,1.68,95.86,14230000.0,7.03,10.16,14020000.0,N/A
27,N/A,N/A,all,N/A,N/A,N/A,N/A,N/A,33.60,8.22,0.83,1.67,3.16,13.83,3.88,18.64,171.60,38850000000.0,48040000000.0,13.14,N/A,0.95,N/A,50590000000.0,13970000000.0,8090000000.0,5080000000.0,4.97,68.90,18.70,4770000000.0,17.15,8439999999.999999,0.44,82.59,5120000000.0,21410000000.0,0.79,0.56,78.12,3430000.0,1.48,1.24,3940000.0,N/A
28,N/A,N/A,altr,N/A,N/A,N/A,N/A,N/A,37.43,N/A,9.53,8.60,1.65,3.27,1.09,1.77,6.99,5280000000.0,5100000000.0,86.21,N/A,9.58,136.17,532179999.99999994,403540000.0,43040000.0,8790000.0,0.12,N/A,5.50,413740000.0,5.22,229530000.0,1.24,7.74,61620000.0,152100000.0,1.53,1.68,100.53,2930000.0,11.48,6.40,2610000.0,N/A
29,N/A,N/A,alxn,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
30,N/A,N/A,amat,N/A,N/A,N/A,N/A,N/A,48.42,19.70,5.34,10.51,27.10,32.11,19.91,56.07,26.75,124950000000.0,124970000000.0,17.15,2.09,5.17,15.45,24170000000.0,10930000000.0,8160000000.0,6550000000.0,7.18,58.60,21.50,5740000000.0,6.49,5760000000.0,2.51,13.46,6680000000.0,4190000000.0000005,1.41,0.30,80.91,10000000.0,1.26,1.14,10900000.0,N/A
31,N/A,N/A,amd,N/A,N/A,N/A,N/A,N/A,9.76,47.95,9.22,26.75,19.24,22.20,21.33,47.43,13.55,200540000000.0,197590000000.0,30.40,1.57,12.02,47.43,16430000000.0,7930000000.0,4059999999.9999995,3160000000.0,2.57,45.30,48.80,3610000000.0,3.01,732000000.0,2.02,6.21,3520000000.0,3120000000.0,1.85,0.33,52.90,27780000.0,0.24,1.71,88710000.0,N/A
32,N/A,N/A,amgn,N/A,N/A,N/A,N/A,N/A,507.15,23.50,5.33,20.08,22.68,35.94,9.40,73.16,45.58,134539999999.99998,159820000000.0,13.57,1.41,6.15,14.15,25980000000.0,19520000000.0,12580000000.0,5890000000.0,10.28,17.60,3.20,8039999999.999999,14.43,33979999999.999996,1.59,12.00,9260000000.0,7490000000.0,0.59,0.23,77.95,24470000.0,7.52,4.40,11880000.0,N/A
33,N/A,N/A,amp,N/A,N/A,N/A,N/A,N/A,67.56,13.57,2.77,6.07,20.53,31.13,1.53,47.78,114.60,34520000000.0,32470000000.0,12.12,0.84,2.41,N/A,13440000000.0,7590000000.0,4280000000.0000005,2760000000.0,23.00,296.00,18.00,8380000000.000001,75.66,3840000000.0,3.22,51.28,3320000000.0,6340000000.0,1.52,0.25,84.71,1.42,1.42,0.99,4.52,N/A
34,N/A,N/A,amt,N/A,N/A,N/A,N/A,N/A,573.44,44.27,12.14,22.48,27.44,38.00,3.80,37.08,20.72,114220000000.0,164280000000.0,53.19,2.81,17.56,27.23,9360000000.0,6670000000.0,5890000000.0,2570000000.0,5.66,24.20,15.20,1950000000.0,4.28,52010000000.0,0.41,11.15,4820000000.0,5010000000.0,0.46,0.32,93.44,3690000.0,1.78,0.93,3620000.0,N/A
35,N/A,N/A,amzn,N/A,N/A,N/A,N/A,N/A,100.86,52.25,3.71,12.46,7.10,5.30,4.19,28.81,928.50,52.25,52.25,58.14,3.02,3.71,23.48,469820000000.0,197480000000.0,59170000000.0,33360000000.0,64.81,98.30,9.40,96050000000.0,188.76,139440000000.0,1.14,271.60,46330000000.0,787250000.0,1.11,9.88,60.36,4230000.0,1.19,0.97,4320000.0,N/A
36,N/A,N/A,an,N/A,N/A,N/A,N/A,N/A,208.41,6.16,0.33,2.91,5.31,7.29,12.50,48.94,348.30,6920000000.0,11810000000.0,5.38,4.31,0.46,5.57,25840000000.0,4950000000.0,2080000000.0,1370000000.0,18.31,155.50,13.80,60400000.0,0.98,4950000000.0,0.92,37.97,1630000000.0,2109999999.9999998,1.40,21.07,82.92,5850000.0,6.07,14.05,5750000.0,N/A
37,N/A,N/A,anf,N/A,N/A,N/A,N/A,N/A,146.14,8.19,0.58,2.11,7.08,8.89,6.60,30.23,62.30,1740000000.0,2140000000.0000002,9.36,N/A,0.58,4.36,3710000000.0,2310000000.0,474130000.0,263010000.0,4.20,20.50,3.50,823140000.0,16.26,1220000000.0,1.49,15.59,277780000.0,212960000.0,1.62,2.35,118.33,7180000.0,3.11,20.08,6300000.0,N/A
38,N/A,N/A,ann,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
39,N/A,N/A,aon,N/A,N/A,N/A,N/A,N/A,900.09,58.74,6.04,65.73,10.29,29.09,6.92,55.18,54.26,69740000000.0,79330000000.0,25.06,2.08,6.51,30.76,12190000000.0,5480000000.0,3870000000.0,1260000000.0,5.55,64.70,3.90,676000000.0,3.16,10420000000.0,1.00,4.94,2180000000.0,2840000000.0,0.88,1.08,92.96,3820000.0,2.68,1.80,3500000.0,N/A
40,N/A,N/A,apa,N/A,N/A,N/A,N/A,N/A,N/A,15.81,1.92,N/A,12.13,36.96,14.23,707.22,21.46,14200000000.0,21510000000.0,5.53,0.38,2.69,5.88,8020000000.0,5080000000.0,4470000000.0,973000000.0,2.59,720.00,90.50,302000000.0,0.87,7760000000.0,1.12,4.60,3500000000.0,2260000000.0,4.42,0.34,89.14,10730000.0,0.92,4.28,10520000.0,N/A
41,N/A,N/A,apc,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
42,N/A,N/A,apd,N/A,N/A,N/A,N/A,N/A,51.71,26.51,5.13,4.05,19.90,21.27,5.47,15.43,49.35,55950000000.0,59640000000.0,24.51,1.35,5.45,14.74,10940000000.0,3140000000.0,3660000000.0,2120000000.0,9.79,16.30,26.10,3700000000.0,16.68,7430000000.0,2.46,62.35,3350000000.0,457750000.0,0.89,0.32,85.25,2550000.0,1.51,1.15,2410000.0,N/A
43,N/A,N/A,aph,N/A,N/A,N/A,N/A,N/A,79.18,30.82,4.45,7.35,14.63,19.94,10.04,26.71,18.19,46330000000.0,49890000000.0,28.17,2.87,4.59,19.95,10880000000.0,3400000000.0,2560000000.0,1570000000.0,2.54,30.30,24.80,1240000000.0,2.07,5050000000.0,2.43,10.52,1540000000.0,803720000.0,1.27,0.56,97.52,4500000.0,1.48,0.85,5940000.0,N/A
44,N/A,N/A,apol,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,N/A
45,N/A,N/A,arg,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,N/A
46,N/A,N/A,arna,N/A,N/A,N/A,N/A,N/A,7.62,N/A,9.16,9.16,0.00,483.30,34.53,70.30,0.00,6170000000.0,5660000000.0,N/A,N/A,N/A,9.30,0.00,419450000.0,541790000.0,616430000.0,10.14,N/A,45.90,550470000.0,8.93,51310000.0,8.59,10.94,452020000.0,248320000.0,0.55,0.27,83.86,6020000.0,5.79,11.32,5110000.0,N/A
47,N/A,N/A,aro,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,N/A
48,N/A,N/A,ati,N/A,N/A,N/A,N/A,N/A,228.04,4.79,1.20,4.82,1.36,5.15,2.17,2.20,22.03,3310000000.0,4460000000.0,27.86,1.20,1.59,17.70,2800000000.0,334000000.0,269700000.0,38200000.0,0.30,N/A,16.30,687700000.0,5.4,1900000000.0,2.69,5.39,16100000.000000002,84810000.0,1.39,0.68,108.50,17580000.0,7.23,18.76,18670000.0,N/A
49,N/A,N/A,atvi,N/A,N/A,N/A,N/A,N/A,22.14,23.47,7.19,3.58,30.66,37.90,8.66,16.54,11.33,62930000000.0,56110000000.0,22.17,6.00,6.37,15.12,8800000000.0,6490000000.0,3450000000.0,2700000000.0,3.44,10.80,10.30,10600000000.0,13.61,3900000000.0,5.21,22.59,2410000000.0,1990000000.0,0.54,0.29,86.66,20410000.0,2.46,2.64,19800000.0,N/A
50,N/A,N/A,avb,N/A,N/A,N/A,N/A,N/A,75.62,35.92,15.72,3.30,43.47,27.10,2.00,9.26,16.57,36090000000.0,43940000000.0,60.61,4.06,19.15,22.09,2310000000.0,1460000000.0,1380000000.0,7.19,7.19,1.70,6.10,423460000.0,3.04,8270000000.0,1.19,78.36,1200000000.0,,0.93,0.34,92.96,1710000.0,2.62,1.66,1830000.0,N/A
51,N/A,N/A,avp,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
52,N/A,N/A,avy,N/A,N/A,N/A,N/A,N/A,171.36,20.26,1.78,7.66,8.80,12.46,9.32,43.42,101.43,14730000000.0,17680000000.0,18.59,4.04,2.10,13.52,8410000000.0,2310000000.0,1260000000.0,740100000.0,8.83,4.60,9.70,196100000.0,2.38,3300000000.0,1.07,23.30,1050000000.0,599100000.0,1.04,0.64,91.58,1020000.0,1.71,1.41,2.72,N/A
53,N/A,N/A,axp,N/A,N/A,N/A,N/A,N/A,189.75,19.06,3.50,6.52,18.40,23.22,4.24,35.69,55.51,144600000000.0,N/A,19.65,1.68,N/A,N/A,43800000000.0,30800000000.0,N/A,7920000000.0,10.02,19.50,27.80,21800000000.0,28.7,42080000000.0,1.55,29.14,14650000000.0,N/A,1.11,0.11,87.16,8900000.0,1.89,1.47,10320000.0,N/A
54,N/A,N/A,azo,N/A,N/A,N/A,N/A,N/A,N/A,18.95,2.90,N/A,15.44,20.68,14.28,N/A,737.93,41240000000.0,49750000000.0,19.65,1.38,3.19,13.60,15600000000.0,7720000000.0,3650000000.0,2410000000.0,110.73,36.40,15.80,280280000.0,14.12,8750000000.0,0.77,157.13,3620000000.0,2620000000.0,0.91,0.39,95.30,2.43,2.43,2.32,N/A,N/A
55,N/A,N/A,ba,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.83,N/A,6.75,1.10,0.29,N/A,105.93,114420000000.0,156540000000.0,51.02,6.53,2.51,756.24,62290000000.0,5190000000.0,1460000000.0,4200000000.0,7.15,N/A,3.30,16239999999.999998,27.86,59640000000.0,1.33,25.47,3420000000.0,736630000.0,1.43,0.10,54.50,8930000.0,0.92,1.51,9160000.0,N/A
56,N/A,N/A,bac,N/A,N/A,N/A,N/A,N/A,N/A,12.17,4.17,1.43,34.13,36.26,1.07,11.78,11.03,350340000000.0,N/A,13.40,3.83,N/A,N/A,93710000000.0,93710000000.0,N/A,30560000000.0,3.57,28.20,12.50,778470000000.0,96.47,556120000000.0,N/A,30.37,7190000000.0,N/A,1.42,0.12,72.29,60710000.0,1.01,0.86,56500000.0,N/A
57,N/A,N/A,bax,N/A,N/A,N/A,N/A,N/A,200.74,31.43,3.16,4.41,10.04,16.36,4.88,14.51,25.47,40010000000.0,55370000000.0,18.45,1.53,4.33,21.52,12780000000.0,5250000000.0,2980000000.0,1280000000.0,2.53,41.70,10.50,2950000000.0,5.88,18310000000.0,2.09,18.10,2220000000.0,1010000000.0,0.62,0.18,88.53,5130000.0,1.6,1.15,4770000.0,N/A
58,N/A,N/A,bbby,N/A,N/A,N/A,N/A,N/A,552.78,N/A,0.34,4.74,4.64,2.97,2.47,40.08,79.70,2620000000.0,5170000000.0,23.47,N/A,0.61,192.04,8439999999.999999,3290000000.0,543460000.0,391460000.0,3.70,N/A,28.30,509050000.0,2.66,3060000000.0,1.33,5.78,189030000.0,237270000.0,1.56,11.67,101.93,18180000.0,1.73,44.57,24120000.0,N/A
59,N/A,N/A,bbry,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,N/A
60,N/A,N/A,bbt,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
61,N/A,N/A,bby,N/A,N/A,N/A,N/A,N/A,130.40,10.24,0.49,7.51,4.74,5.82,10.29,64.52,209.73,22690000000.0,23640000000.0,11.20,1.44,0.46,6.03,51760000000.0,11630000000.0,3880000000.0,2450000000.0,9.84,23.30,3.40,2940000000.0,13.04,3940000000.0,0.99,13.28,3250000000.0,1830000000.0,1.53,11.44,84.59,13070000.0,3.14,6.61,13570000.0,N/A
62,N/A,N/A,bcr,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,N/A
63,N/A,N/A,bdx,N/A,N/A,N/A,N/A,N/A,72.12,46.67,3.93,3.18,8.86,15.01,3.46,7.23,69.24,76800000000.0,92310000000.0,20.92,1.92,4.63,20.37,19930000000.0,9580000000.0,5270000000.0,1680000000.0,5.76,32.50,6.00,1910000000.0,6.71,17420000000.0,1.23,84.83,3790000000.0,3190000000.0,0.66,0.78,88.97,3890000.0,2.94,1.37,4340000.0,N/A
64,N/A,N/A,beam,N/A,N/A,N/A,N/A,N/A,17.86,N/A,76.85,5.16,0.00,458.13,15.41,69.13,0.81,4260000000.0,3450000000.0,N/A,N/A,66.46,8.95,51840000.0,51840000.0,230060000.0,370640000.0,5.77,N/A,050.00,965650000.0,14.28,147640000.0,5.96,12.29,66269999.99999999,346410000.0,1.31,2.19,79.99,8510000.0,9.36,18.61,8210000.000000001,N/A
65,N/A,N/A,ben,N/A,N/A,N/A,N/A,N/A,29.48,7.67,1.64,1.26,22.41,25.56,5.98,17.80,17.68,14550000000.0,18070000000.0,7.88,5.29,2.09,6.05,8650000000.0,3540000000.0,2520000000.0,1860000000.0,3.78,31.20,11.50,4179999999.9999995,8.32,3880000000.0,3.68,22.99,1120000000.0,720300000.0,1.19,43.10,45.19,13880000.0,4.61,4.86,11780000.0,N/A
66,N/A,N/A,bf-b,N/A,N/A,N/A,N/A,N/A,92.38,40.20,8.66,12.84,21.53,29.90,11.02,32.36,7.83,31640000000.0,33150000000.0,34.48,3.62,8.84,27.51,3750000000.0,2089999999.9999998,1200000000.0,807000000.0,1.68,18.30,13.80,812000000.0,1.7,2330000000.0,3.48,5.26,928000000.0,674000000.0,0.81,2.34,50.25,2009999.9999999998,1.51,N/A,2880000.0,N/A
67,N/A,N/A,bhi,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,N/A
68,N/A,N/A,big,N/A,N/A,N/A,N/A,N/A,180.40,7.57,0.22,1.22,2.89,4.00,3.86,15.56,187.96,1230000000.0,2990000000.0,N/A,N/A,0.49,7.80,6150000000.0,2400000000.0,389560000.0,177780000.0,5.33,49.10,0.30,53720000.0,1.88,1820000000.0,1.25,35.38,193760000.0,36060000.0,2.23,2.19,115.61,7820000.0,4.85,40.57,7940000.0,N/A
69,N/A,N/A,biib,N/A,N/A,N/A,N/A,N/A,70.19,20.67,2.93,2.90,14.17,31.29,8.85,15.96,73.65,31590000000.0,35390000000.0,13.89,8.03,3.22,12.29,10980000000.0,8870000000.0,3920000000.0,1560000000.0,10.40,2.90,4.20,3800000000.0,25.87,7690000000.0,1.83,74.12,3640000000.0,2210000000.0,0.45,0.68,86.56,2200000.0,1.96,1.69,2540000.0,N/A
70,N/A,N/A,bk,N/A,N/A,N/A,N/A,N/A,N/A,12.74,2.89,1.11,23.26,29.27,0.82,8.43,18.97,42570000000.0,N/A,11.10,1.17,N/A,N/A,16160000000.0,16160000000.0,N/A,3550000000.0,4.14,15.10,5.30,168170000000.0,209.04,68280000000.0,N/A,47.50,2840000000.0,N/A,1.13,0.25,85.31,7440000.0,1.08,0.92,6790000.0,N/A
71,N/A,N/A,bks,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
72,N/A,N/A,blk,N/A,N/A,N/A,N/A,N/A,23.99,20.23,6.16,3.12,30.46,38.63,2.84,16.21,127.26,117570000000.0,117560000000.0,18.32,1.82,6.07,13.37,19370000000.0,9820000000.0,7900000000.0,5900000000.0,38.22,6.10,14.00,9070000000.0,59.67,9330000000.0,1.67,248.50,4940000000.0,5700000000.0,1.24,1.10,85.04,1670000.0,1.86,1.11,1580000.0,N/A
73,N/A,N/A,bll,N/A,N/A,N/A,N/A,N/A,221.36,34.30,2.18,8.05,6.36,10.38,4.72,25.01,42.37,29190000000.0,36790000000.0,22.42,2.15,2.66,18.60,13810000000.0,2730000000.0,2130000000.0,878000000.0,2.65,30.80,18.40,563000000.0,1.75,8160000000.0,0.88,11.35,1760000000.0,116120000.0,0.50,0.68,86.28,8380000.000000001,4.89,2.94,7710000.0,N/A
74,N/A,N/A,bmc,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,N/A
75,N/A,N/A,bms,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
76,N/A,N/A,bmy,N/A,N/A,N/A,N/A,N/A,126.63,23.47,3.54,4.33,15.08,21.17,5.39,18.99,20.89,155630000000.0,184000000000.0,9.37,N/A,3.97,9.15,46390000000.0,37050000000.0,20580000000.0,6990000000.0,3.12,N/A,8.30,17220000000.0,7.9,45600000000.0,1.52,16.52,16210000000.0,13570000000.0,0.53,0.08,77.58,53730000.0,3.41,2.47,70880000.0,N/A
77,N/A,N/A,brcm,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,N/A
78,N/A,N/A,brk-b,N/A,N/A,N/A,N/A,N/A,23.16,8.96,2.27,1.55,32.52,41.60,7.84,18.80,821.92,784290000000.0,816210000000.0,26.67,N/A,2.30,N/A,276090000000.0,114860000000.0,125580000000.0,89800000000.0,459.80,10.60,11.50,146720000000.0,696.66,119250000000.0,4.05,521.84,39420000000.0,61700000000.0,0.85,0.45,66.84,10350000.0,1.85,0.90,10620000.0,N/A
79,N/A,N/A,bsx,N/A,N/A,N/A,N/A,N/A,57.30,65.00,5.41,3.86,8.76,16.90,3.99,6.52,8.36,64110000000.0,71640000000.0,25.51,1.76,6.03,28.54,11890000000.0,8240000000.0,3100000000.0,986000000.0,0.69,54.80,15.40,1920000000.0,1.35,9530000000.0,1.48,11.66,1870000000.0,2770000000.0,0.84,0.24,93.12,13820000.0,1.57,0.97,17650000.0,N/A
80,N/A,N/A,btu,N/A,N/A,N/A,N/A,N/A,64.88,7.90,0.80,1.86,10.85,11.01,4.75,24.80,29.87,3280000000.0,3510000000.0,3.39,N/A,1.06,4.07,3320000000.0,765200000.0,669600000.0,336100000.0,3.21,N/A,71.50,954300000.0,7.14,1180000000.0,1.93,13.22,420000000.0,243120000.0,1.13,1.14,70.01,12850000.0,0.81,12.36,8910000.0,N/A
81,N/A,N/A,bwa,N/A,N/A,N/A,N/A,N/A,62.27,17.89,0.65,1.38,3.62,9.77,5.55,9.14,62.32,9620000000.0,12300000000.0,9.18,0.45,0.83,7.38,14840000000.0,2850000000.0,2220000000.0,537000000.0,2.24,64.00,6.90,1840000000.0,7.67,4520000000.0,1.74,28.98,1310000000.0,754500000.0,1.43,0.58,96.49,8880000.0,3.31,4.16,8800000.0,N/A
82,N/A,N/A,bxp,N/A,N/A,N/A,N/A,N/A,166.13,41.80,7.17,3.56,17.63,33.99,2.69,7.72,18.36,20760000000.0,33650000000.0,45.66,21.02,11.65,18.95,2870000000.0,1830000000.0,1680000000.0,496220000.0,3.17,689.80,11.80,452690000.0,2.89,13350000000.0,3.17,37.27,1130000000.0,959700000.0,1.11,0.18,100.80,5490000.0,6.26,4.66,5430000.0,N/A
83,N/A,N/A,c,N/A,N/A,N/A,N/A,N/A,N/A,5.57,1.61,0.61,29.27,36.63,0.97,10.93,36.89,111390000000.0,N/A,7.64,N/A,N/A,N/A,74990000000.0,74990000000.0,N/A,20750000000.0,10.14,26.40,8.20,894140000000.0,451.38,532260000000.0,N/A,92.21,61250000000.0,N/A,1.69,0.22,77.25,44950000.0,1.33,2.28,42980000.0,N/A
84,N/A,N/A,ca,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,N/A
85,N/A,N/A,cab,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,N/A
86,N/A,N/A,cag,N/A,N/A,N/A,N/A,N/A,110.08,14.65,1.44,1.85,9.82,15.90,4.97,12.81,23.30,16020000000.0,25340000000.0,12.15,1.97,2.26,12.95,11220000000.0,3220000000.0,2120000000.0,1100000000.0,2.28,27.30,2.10,68700000.0,0.14,9640000000.0,0.93,18.09,1190000000.0,640590000.0,0.77,0.44,85.50,12760000.0,2.67,3.60,10100000.0,N/A
87,N/A,N/A,cah,N/A,N/A,N/A,N/A,N/A,563.17,29.85,0.10,15.99,0.32,1.08,2.62,37.35,596.82,15960000000.0,18440000000.0,9.99,0.59,0.11,22.17,171290000000.0,6970000000.0,2560000000.0,555000000.0,1.92,92.20,9.40,3160000000.0,11.41,5640000000.0,1.15,3.60,1490000000.0,859370000.0,0.91,0.44,87.58,2.44,2.44,2.49,6600000.0,N/A
88,N/A,N/A,cam,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,N/A
89,N/A,N/A,camp,N/A,N/A,N/A,N/A,N/A,260.87,N/A,0.85,3.36,8.90,1.28,0.59,28.07,8.83,269280000.0,387330000.0,370.37,31.25,1.25,29.36,309410000.0,123810000.0,18700000.0,25190000.0,0.79,N/A,12.40,91110000.0,2.54,209170000.0,2.04,2.23,7550000.0,31580000.0,2.28,2.92,79.34,2020000.0,7.81,6.72,1350000.0,N/A
90,N/A,N/A,cat,N/A,N/A,N/A,N/A,N/A,232.78,18.68,2.38,7.19,12.73,16.23,6.42,40.72,93.70,118450000000.0,146990000000.0,17.92,1.77,2.88,13.31,50970000000.0,13190000000.0,10540000000.0,6490000000.0,11.83,171.80,22.80,9390000000.0,17.53,38450000000.0,1.46,30.76,7200000000.0,6950000000.0,0.92,0.20,69.18,4910000.0,1.05,0.92,6430000.0,N/A
91,N/A,N/A,cb,N/A,N/A,N/A,N/A,N/A,33.82,11.20,2.34,1.54,20.85,19.23,2.52,14.33,93.09,92000000000.0,109740000000.0,14.39,5.14,2.68,N/A,40950000000.0,11440000000.0,8160000000.0,8539999999.999999,19.27,11.50,5.90,4810000000.0,11.27,20200000000.0,0.35,139.99,11150000000.0,11170000000.0,0.76,0.52,90.87,2740000.0,1.31,0.65,2290000.0,N/A
92,N/A,N/A,cbg,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,N/A
93,N/A,N/A,cbs,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
94,N/A,N/A,cce,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,N/A
95,N/A,N/A,cci,N/A,N/A,N/A,N/A,N/A,327.07,68.87,12.59,9.62,17.29,31.91,3.25,13.07,14.68,79470000000.0,106190000000.0,46.95,4.05,16.75,30.73,6340000000.0,4350000000.0,3610000000.0,1160000000.0,2.53,30.50,10.80,292000000.0,0.68,27010000000.0,0.62,19.12,2730000000.0,1360000000.0,0.56,0.48,93.06,3570000.0,1.6,0.95,3910000.0,N/A
96,N/A,N/A,ccl,N/A,N/A,N/A,N/A,N/A,351.39,5.99,6.45,2.27,268.73,178.20,7.07,62.53,3.09,23430000000.0,52730000000.0,33.33,N/A,15.04,9.37,3500000000.0,809000000.0,4010000000.0,9420000000.0,8.31,N/A,142.30,6930000000.0,5.89,36230000000.0,0.74,9.05,3820000000.0,5010000000.0,2.08,8.88,53.64,81090000.0,1.88,10.93,86160000.0,N/A
97,N/A,N/A,celg,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A
98,N/A,N/A,cern,N/A,N/A,N/A,N/A,N/A,52.93,50.86,4.89,7.46,9.64,18.87,9.09,13.61,19.30,27450000000.0,28450000000.0,25.51,2.73,4.93,19.46,5760000000.0,4760000000.0,1550000000.0,555600000.0,1.84,23.60,4.10,842470000.0,2.87,1950000000.0,1.51,12.57,1770000000.0,1180000000.0,0.81,0.17,85.10,8750000.0,2.22,3.36,7840000.0,N/A
99,N/A,N/A,cf,N/A,N/A,N/A,N/A,N/A,61.56,23.53,3.30,6.45,14.03,34.23,11.47,21.65,30.41,20680000000.0,22770000000.0,5.13,1.20,3.48,8.74,6540000000.0,2390000000.0,3130000000.0,917000000.0,4.24,710.30,130.50,1630000000.0,7.85,3720000000.0,1.81,15.44,2870000000.0,2180000000.0,0.99,0.40,95.77,4770000.0,0.85,2.99,7180000.0,N/A
100,N/A,N/A,cfn,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,N/A
101,N/A,N/A,chk,N/A,N/A,N/A,N/A,N/A,40.84,N/A,N/A,1.96,86.67,11.18,5.80,835.15,79.62,11110000000.0,12510000000.0,8.76,N/A,2.40,1.52,7300000000.0,3420000000.0,1810000000.0,6330000000.0,N/A,N/A,117.90,905000000.0,7.63,2320000000.0,0.86,48.09,1790000000.0,1640000000.0,N/A,0.04,119.73,14150000.0,7.13,17.30,16050000.0,N/A
102,N/A,N/A,chrw,N/A,N/A,N/A,N/A,N/A,110.11,17.53,0.64,6.92,3.65,4.68,11.11,43.27,174.38,14000000000.0,15970000000.0,17.33,2.75,0.69,13.61,23100000000.0,1610000000.0,1150000000.0,844240000.0,6.31,55.70,42.90,257410000.00000003,2230000000.0,2230000000.0,1.44,15.65,94950000.0,93290000.0,0.76,1.19,96.09,10800000.0,6.68,11.83,10770000.0,N/A
